city,notes,endpoint
Nanchang,"Essai d'Atlas statistique de l'Indochine française : Indochine physique, population, administration, finances, agriculture, commerce, industrie / par Henri Brenier, ... ; Gouvernement général de l'Indochine (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100178q/manifest.json
Nanchang,"La Cosmographie universelle de tout le monde en laquelle, suivant les auteurs plus dignes de foy, sont au vray descriptes toutes les parties habitables & non habitables de la terre et de la mer, leurs assiettes & choses qu'elles produisent: puis la description & peincture topographique des régions, la différence de l'air de chacun pays d'où advient la diversité tant de la complexion des hommes que des figures des bestes brutes. Et encor l'origine, noms ou appellations tant modernes qu'anciennes & description de plusieurs villes, citez & isles avec leurs plantz & pourtraictz & sur tout de la France, non encor iusques à present veus ny imprimez. S'y voyent aussi d'avantage, les origines, accroissemens & changemens des monarchies, empires, royaumes, estatz & republiques: ensemble les moeurs, façons de vivre, loix, coustumes, & religion de tous les peuples & natio[n]s du monde: & la succession des papes, cardinaux, archevesques & evesques, chacun en leur diocese, tant anciens que modernes: Avec plusieurs autres choses, le sommaire desquelles se void en la page suivante auteur en partie Munster, mais beaucoup plus augmentée, ornée & enrichie par François de Belle-Forest, Comingeois, tant de ses recerches [sic], comme de l'aide de plusieurs memoires envoyez de diverses villes de France, par hommes amateurs de l'histoire & de leur patrie Avec trois tables, l'une des plantz & pourtraicts des isles et des villes. La seconde, des tiltres & chapitres. Et la troisiesme, de tous les noms propres & des matières co[m]prises en tout l'oeuvre (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k324274q/manifest.json
Nanchang,"CIA Reading Room cia-rdp80-00809a000600400009-7: SURVEY OF WUHAN INDUSTRY, APRIL 1949-APRIL 1950 (Internet Archive)",https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp80-00809a000600400009-7/manifest.json
Panjin,"CIA Reading Room cia-rdp85m00363r000400690033-1: AGENDA NATIONAL SECURITY PLANNING GROUP MEETING NOVEMBER 7, 1983 THE ROOSEVELT ROOM, THE WHITE HOUSE MONDAY, NOVEMBER 7, 1983 12:00 NOON - 1:00 P.M. (Internet Archive)",https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp85m00363r000400690033-1/manifest.json
Shenzhen,"China South. Plate 22, v.1 (David Rumsey Map Collection)",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~225305~5506026/manifest
Shijiazhuang,,
Taishan, (Digital Commonwealth),https://www.digitalcommonwealth.org/search/commonwealth:kp78k790b/manifest
Taishan,Map of a Portion of the Gold Mining Region of California. (Internet Archive),https://iiif.archivelab.org/iiif/1948-coy/manifest.json
Taizhou,CIA Reading Room cia-rdp78-01617a002600080001-4: EVALUATION OF TRANSPORTATION MAPS OF INDOCHINA (Internet Archive),https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp78-01617a002600080001-4/manifest.json
Taizhou,"CIA Reading Room cia-rdp82-00457r011000040005-4: 1. CHINESE COMMUNIST PLANS FOR P'ISHAN ATTACK 2. MILITARY AND NAVAL INFORMATION, FUKIEN AND CHEKIANG (Internet Archive)",https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp82-00457r011000040005-4/manifest.json
Tieling,"La Cosmographie universelle de tout le monde en laquelle, suivant les auteurs plus dignes de foy, sont au vray descriptes toutes les parties habitables & non habitables de la terre et de la mer, leurs assiettes & choses qu'elles produisent: puis la description & peincture topographique des régions, la différence de l'air de chacun pays d'où advient la diversité tant de la complexion des hommes que des figures des bestes brutes. Et encor l'origine, noms ou appellations tant modernes qu'anciennes & description de plusieurs villes, citez & isles avec leurs plantz & pourtraictz & sur tout de la France, non encor iusques à present veus ny imprimez. S'y voyent aussi d'avantage, les origines, accroissemens & changemens des monarchies, empires, royaumes, estatz & republiques: ensemble les moeurs, façons de vivre, loix, coustumes, & religion de tous les peuples & natio[n]s du monde: & la succession des papes, cardinaux, archevesques & evesques, chacun en leur diocese, tant anciens que modernes: Avec plusieurs autres choses, le sommaire desquelles se void en la page suivante auteur en partie Munster, mais beaucoup plus augmentée, ornée & enrichie par François de Belle-Forest, Comingeois, tant de ses recerches [sic], comme de l'aide de plusieurs memoires envoyez de diverses villes de France, par hommes amateurs de l'histoire & de leur patrie Avec trois tables, l'une des plantz & pourtraicts des isles et des villes. La seconde, des tiltres & chapitres. Et la troisiesme, de tous les noms propres & des matières co[m]prises en tout l'oeuvre. Tome 1 (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1505502g/manifest.json
Tieling,"Atlas colonial français : colonies, protectorats et pays sous mandat / cartes et texte du Commandant P. Pollacchi (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100182m/manifest.json
Tieling,"Atlas des colonies françaises : 27 planches de cartes, texte explicatif, index alphabétique / dressé par ordre du Ministère des Colonies par Paul Pelet (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k11001831/manifest.json
Tieling,"Atlas céleste comprenant toutes les cartes de l'ancien atlas (3e éd.) / de Ch. Dien ; rectifié, augmenté et enrichi de cartes nouvelles,... par Camille Flammarion,... (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k96135733/manifest.json
Tieling,CIA Reading Room cia-rdp80-00809a000700140262-4: GEOGRAPHIC ECONOMIC (Internet Archive),https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp80-00809a000700140262-4/manifest.json
Ulanqab,,
Urumqi,"20. Sinkiang, China. (David Rumsey Map Collection)",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288162~90059570/manifest
Urumqi,"Atlas colonial français : colonies, protectorats et pays sous mandat / cartes et texte du Commandant P. Pollacchi (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100182m/manifest.json
Urumqi,CIA Reading Room cia-rdp81-00857r000100040007-3: FOREIGN BROADCAST INFORMATION SERVICE 15 SEPTEMBER 1952 REVISIONS TO 1 SEPTEMBER 1952 COVERAGE SCHEDULE (Internet Archive),https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp81-00857r000100040007-3/manifest.json
Urumqi,CIA Reading Room cia-rdp81-00857r000100050005-4: FOREIGN BROADCAST INFORMATION SERVICE 15 APRIL 1953 REVISIONS TO 1 APRIL 1953 COVERAGE SCHEDULE (Internet Archive),https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp81-00857r000100050005-4/manifest.json
Weihai,"Essai d'Atlas statistique de l'Indochine française : Indochine physique, population, administration, finances, agriculture, commerce, industrie / par Henri Brenier, ... ; Gouvernement général de l'Indochine (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100178q/manifest.json
Weihai,Histoire scientifique et militaire de l'expédition française en Egypte : dédiée au Roi. atlas (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k316310r/manifest.json
Weihai,"La Cosmographie universelle de tout le monde en laquelle, suivant les auteurs plus dignes de foy, sont au vray descriptes toutes les parties habitables & non habitables de la terre et de la mer, leurs assiettes & choses qu'elles produisent: puis la description & peincture topographique des régions, la différence de l'air de chacun pays d'où advient la diversité tant de la complexion des hommes que des figures des bestes brutes. Et encor l'origine, noms ou appellations tant modernes qu'anciennes & description de plusieurs villes, citez & isles avec leurs plantz & pourtraictz & sur tout de la France, non encor iusques à present veus ny imprimez. S'y voyent aussi d'avantage, les origines, accroissemens & changemens des monarchies, empires, royaumes, estatz & republiques: ensemble les moeurs, façons de vivre, loix, coustumes, & religion de tous les peuples & natio[n]s du monde: & la succession des papes, cardinaux, archevesques & evesques, chacun en leur diocese, tant anciens que modernes: Avec plusieurs autres choses, le sommaire desquelles se void en la page suivante auteur en partie Munster, mais beaucoup plus augmentée, ornée & enrichie par François de Belle-Forest, Comingeois, tant de ses recerches [sic], comme de l'aide de plusieurs memoires envoyez de diverses villes de France, par hommes amateurs de l'histoire & de leur patrie Avec trois tables, l'une des plantz & pourtraicts des isles et des villes. La seconde, des tiltres & chapitres. Et la troisiesme, de tous les noms propres & des matières co[m]prises en tout l'oeuvre. Tome 1 (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1505502g/manifest.json
Weihai,W. & A.K. Johnston's Map To Illustrate The Chinese Question. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~348607~90116181/manifest
Weihai,Covers: W. & A.K. Johnston's Map To Illustrate The Chinese Question. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~348608~90116182/manifest
Weihai,"Chinese, Japanese ports. (David Rumsey Map Collection)",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~33674~1171384/manifest
Weihai,Text: Der Ferne Osten. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~355847~90122662/manifest
Weihai,"Carte de L'Asie, D'apres les meilleurs materiaux. Bruxelles Etablissement Géographique. Fondé par Ph. Vandermaelen. (David Rumsey Map Collection)",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~383175~90149066/manifest
Weihai,"Covers: Carte de L'Asie, D'apres les meilleurs materiaux. Bruxelles Etablissement Géographique. Fondé par Ph. Vandermaelen. (David Rumsey Map Collection)",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~383174~90149064/manifest
Weihai,"Medical-topographical report on Wei-Hai-Wei (Weihai, Shandong Province, China, leased to the British Government), by Major William Henderson Starr, RAMC, annotated (by the author), including re the capture of Weihai by Japanese forces (in the 1930s) (Wellcome Collection)",https://iiif.wellcomecollection.org/presentation/v2/b19175462
Wuhan,"Atlas des colonies françaises : 27 planches de cartes, texte explicatif, index alphabétique / dressé par ordre du Ministère des Colonies par Paul Pelet (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k11001831/manifest.json
Wuhan,"8. Hupeh, China. (David Rumsey Map Collection)",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288150~90059558/manifest
Wuhan, (Digital Commonwealth),https://www.digitalcommonwealth.org/search/commonwealth:fx71dt626/manifest
Wuhan,[Distribution Map of Modern Industry in China (1860s - 1890s)]. 中国近代工业分布图 (十九世纪六十 -- 九十年代). [Zhongguo jin dai gong ye fen bu tu. (Shi jiu shi ji liu shi nian dai -- jiu shi nian dai). (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~342438~90110570/manifest
Wuhan,Karta Yuzhnoy Pogranichnoy Polosy Aziatskoy Rossii (Map of the Southern Border Region of Asiatic Russia). (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~314244~90083316/manifest
Wuhan,Han Kiang -- Javari. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~336681~90104602/manifest
Wuhan,Japanese planes bombed Chinese shipping (Cultural Japan (Europeana API)),https://iiif.europeana.eu/presentation/2024904/https___www_topfoto_co_uk_asset_3058396/manifest
Wuhan,Pictorial map of the Yangtze River Valley (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~291600~90063130/manifest
Wuhan,Philippines. China. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~218049~5504018/manifest
Wuhan,"Cina, Mongolia. (David Rumsey Map Collection)",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~212763~5500694/manifest
Wuhan,Text: General Business Section (continued). (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288246~90059653/manifest
Wuhan,Trips outside Peking (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~283933~90056352/manifest
Wuhan,Text: General Business Section (continued). (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288245~90059652/manifest
Wuhan,Text: General Business Section (continued). (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288247~90059654/manifest
Wuhan,Text: General Business Section (continued). (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288250~90059657/manifest
Wuhan,Text: General Business Section (continued). (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288252~90059659/manifest
Wuhan,CIA Reading Room cia-rdp83-00415r005600240002-1: (SANITIZED)FOREIGN RADIO BROADCAST SUMMARIES(SANITIZED) (Internet Archive),https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp83-00415r005600240002-1/manifest.json
Wuhu,15. Wuhu (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~297089~90068766/manifest
Wuhu,Anhwei. Stanford's Geographical Establishment (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~291054~90062607/manifest
Wuhu,"11. Anhwei, China. (David Rumsey Map Collection)",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288153~90059561/manifest
Wuhu,"La Cosmographie universelle de tout le monde en laquelle, suivant les auteurs plus dignes de foy, sont au vray descriptes toutes les parties habitables & non habitables de la terre et de la mer, leurs assiettes & choses qu'elles produisent: puis la description & peincture topographique des régions, la différence de l'air de chacun pays d'où advient la diversité tant de la complexion des hommes que des figures des bestes brutes. Et encor l'origine, noms ou appellations tant modernes qu'anciennes & description de plusieurs villes, citez & isles avec leurs plantz & pourtraictz & sur tout de la France, non encor iusques à present veus ny imprimez. S'y voyent aussi d'avantage, les origines, accroissemens & changemens des monarchies, empires, royaumes, estatz & republiques: ensemble les moeurs, façons de vivre, loix, coustumes, & religion de tous les peuples & natio[n]s du monde: & la succession des papes, cardinaux, archevesques & evesques, chacun en leur diocese, tant anciens que modernes: Avec plusieurs autres choses, le sommaire desquelles se void en la page suivante auteur en partie Munster, mais beaucoup plus augmentée, ornée & enrichie par François de Belle-Forest, Comingeois, tant de ses recerches [sic], comme de l'aide de plusieurs memoires envoyez de diverses villes de France, par hommes amateurs de l'histoire & de leur patrie Avec trois tables, l'une des plantz & pourtraicts des isles et des villes. La seconde, des tiltres & chapitres. Et la troisiesme, de tous les noms propres & des matières co[m]prises en tout l'oeuvre (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k324274q/manifest.json
Wuhu,[Carte marine anonyme portugaise de la péninsule de Ca Mau et du delta du Mékong] (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b532875781/manifest.json
Wuhu,La France Ancienne / Dédié au Roi ; Par son très hu[m]ble tres obeissant et tres fidele sujet et serviteur Bourguignon d'Anville Geographe de Sa Majesté (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b5973268s/manifest.json
Wuhu,Plan du Canal de Constantinople pris sur le lieu : Présanté à Monseign[eu]r le Comte de Maurepa Ministre Secrett[ai]re d[']Estat / Par son très hu[m]ble servit[e]ur I A M C. [Mention complétée hors du cartouche de titre par : ] I.A.M. Callol de Marseille Cap[itai]ne Ingénieur au service de sa Majesté Chatolique [sic] (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b531007184/manifest.json
Wuhu,Plan des altes u. neuen Glarus nach den neuesten Aufnahmen u. dem Bauprojekte der Herren Architekten Simon u. Wolf (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b84417264/manifest.json
Wuhu,Des Heil Röm. Reichs freye Handels-u. Hansee Stadt Hamburg in einem accuraten Plan u. Prosp. (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b53040978b/manifest.json
Wuhu,"Plan der Stadt Ulm, Alt u. Neu-Ulm, deutsche Bundes Festung (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b8439842s/manifest.json
Wuhu,"Map of North America, reduced from map on scale of 1/5.000.000 / compiled by the U. S. Geological Survey (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b53209991f/manifest.json
Wuhu,"Proposed Shenandoah National Park, Virginia / Department of the interior, U. S. Geological Survey (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b532132214/manifest.json
Wuhu,"Channels and points of the side of the torso, general chart (Wellcome Collection)",https://iiif.wellcomecollection.org/image/L0037864/info.json
Wuwei,,
Xiamen,"Carte particulière de l'isle Amoy, partie de celle de Quimoy et des costes de la Chine, avec les sondes (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b531334073/manifest.json
Xiamen,[carte anglaise de l'île d'Amoy] (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b59056698/manifest.json
Xiamen,"Carte de la coste orientale de la Chine depuis Amoy, jusqu'à Chusan avec une partie de l'Isle Formose ; Plan du port d'Amoy ou Emouy / [d'Après] ; Dheulland Sculp. (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b59630719/manifest.json
Xiamen,Plan du port d'Emoiey en Chine [...] (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b53133375q/manifest.json
Xiamen,"Plano de la Bahia Puerto, y rio de Emuy : conparte de ĕl de Chiang-Chuyn,y de la Isla de Quim-Muy / por D[o]n Félix Dayot (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b531607559/manifest.json
Xiamen,"Plan de l'isle d'Emoy et partie de celle de Quemoy et les environs du costé du sud / fait par Liébaut,... (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b53133406n/manifest.json
Xiamen,"Carte de la coste orientale de la Chine depuis Amoy, jusqu'à Chusan avec une partie de l'isle Formose / Dheulland sculp. (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b532253471/manifest.json
Xiamen,Plan of the entrance of Aimoey harbour of Chinchew river & c. / from Van Keulen ; Hydrographical Office (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b531333765/manifest.json
Xiamen,[Plan de la Baye d'Emoy a la coste de la Chine] (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b531333748/manifest.json
Xiamen,"Carte de la coste orientale de la Chine depuis Amoy, jusqu'à Chusan avec une partie de l'isle Formose / Dheulland sculp[sit] (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b531333280/manifest.json
Xiamen,"Atlas colonial français : colonies, protectorats et pays sous mandat / cartes et texte du Commandant P. Pollacchi (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100182m/manifest.json
Xiamen,"Atlas des colonies françaises : 27 planches de cartes, texte explicatif, index alphabétique / dressé par ordre du Ministère des Colonies par Paul Pelet (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k11001831/manifest.json
Xiamen,"Essai d'Atlas statistique de l'Indochine française : Indochine physique, population, administration, finances, agriculture, commerce, industrie / par Henri Brenier, ... ; Gouvernement général de l'Indochine (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100178q/manifest.json
Xiamen,"La Cosmographie universelle de tout le monde en laquelle, suivant les auteurs plus dignes de foy, sont au vray descriptes toutes les parties habitables & non habitables de la terre et de la mer, leurs assiettes & choses qu'elles produisent: puis la description & peincture topographique des régions, la différence de l'air de chacun pays d'où advient la diversité tant de la complexion des hommes que des figures des bestes brutes. Et encor l'origine, noms ou appellations tant modernes qu'anciennes & description de plusieurs villes, citez & isles avec leurs plantz & pourtraictz & sur tout de la France, non encor iusques à present veus ny imprimez. S'y voyent aussi d'avantage, les origines, accroissemens & changemens des monarchies, empires, royaumes, estatz & republiques: ensemble les moeurs, façons de vivre, loix, coustumes, & religion de tous les peuples & natio[n]s du monde: & la succession des papes, cardinaux, archevesques & evesques, chacun en leur diocese, tant anciens que modernes: Avec plusieurs autres choses, le sommaire desquelles se void en la page suivante auteur en partie Munster, mais beaucoup plus augmentée, ornée & enrichie par François de Belle-Forest, Comingeois, tant de ses recerches [sic], comme de l'aide de plusieurs memoires envoyez de diverses villes de France, par hommes amateurs de l'histoire & de leur patrie Avec trois tables, l'une des plantz & pourtraicts des isles et des villes. La seconde, des tiltres & chapitres. Et la troisiesme, de tous les noms propres & des matières co[m]prises en tout l'oeuvre (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k324274q/manifest.json
Xiamen,La geographie universelle qui fait voir l'estat présent des 4 parties du monde c'est à dire les religions les coutumes & les richesses des peuples les forces & les gouvernements des estats Ce qui est de plus beau & de plus rare dans chaque region & autres particularités pour sçavoir l'histoire & I'interest des princes. On y a joint le traité du globe Par P. Du-Val geographe ordinaire du Roy. Premiere partie (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8726671v/manifest.json
Xiamen,"Map of China, supplement IV, the great rivers of the Canton province / Breitschneider (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b53057387r/manifest.json
Xiamen,Plan of the entrance of Aimoey harbour of Chinchew river & c. / from van Keulen ; [publ. by A. Dalrymple] (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b5963081p/manifest.json
Xiamen,"Plan de lisle Demoy et de partie de lisle de Quémoy avec les environs, scitué à la coste de la Chine [sic] (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b5962698q/manifest.json
Xiamen,"Carte de la Baye de Chin-Chew ou Chang-Chew avec les Isles d'Emowi et de Quimowi / dressée sur divers manuscrits, par N.B,... (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b59630808/manifest.json
Xiamen, (Digital Commonwealth),https://www.digitalcommonwealth.org/search/commonwealth:cn69mh827/manifest
Xiamen, (Digital Commonwealth),https://www.digitalcommonwealth.org/search/commonwealth:ht250b61v/manifest
Xiamen, (Digital Commonwealth),https://www.digitalcommonwealth.org/search/commonwealth:cn69mh86b/manifest
Xiamen, (Digital Commonwealth),https://www.digitalcommonwealth.org/search/commonwealth:tm70n840p/manifest
Xiamen, (Digital Commonwealth),https://www.digitalcommonwealth.org/search/commonwealth:cj82ks63j/manifest
Xiamen, (Digital Commonwealth),https://www.digitalcommonwealth.org/search/commonwealth:bg25b7460/manifest
Xiamen, (Digital Commonwealth),https://www.digitalcommonwealth.org/search/commonwealth:dn401060r/manifest
Xiamen,China. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~209903~5003706/manifest
Xiamen,China. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~210263~5003909/manifest
Xiamen,Hindostan or British India. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~210622~5004128/manifest
Xiamen,China. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~206595~3002724/manifest
Xiamen,Fukien. Stanford's Geographical Establishment (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~291047~90062600/manifest
Xiamen,"18. Fukie, China. (David Rumsey Map Collection)",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288160~90059568/manifest
Xiamen,China. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~307607~90077486/manifest
Xiamen,China (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~220350~5504996/manifest
Xiamen,[Fujian Coast Qing Manuscript Naval Chart]. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~381612~90147502/manifest
Xiamen,[Most Detailed Map of the War Situation]. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~342314~90110514/manifest
Xiamen,China. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~209204~5004021/manifest
Xiamen,China. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~37608~1210593/manifest
Xiamen,China. (David Rumsey Map Collection),https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~1729~130097/manifest
Xi'an,"Atlas colonial français : colonies, protectorats et pays sous mandat / cartes et texte du Commandant P. Pollacchi (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100182m/manifest.json
Xi'an,"Carte dite du Dépôt des Fortifications. Echelle 1 / 500 000 e. : Feuille XI SE Montpellier / Prudent, Ferdinand (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b10567835t/manifest.json
Xi'an,Carte particulière de l'isle de Saint-Domingue... / publiée par le contre-amiral Decrès An XI (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/bd6t54593740b/manifest.json
Xi'an,Carte de la France. Echelle 1 / 100.000 e. : XI.35 - Pau / France. Ministère de l'intérieur (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10567823h/manifest.json
Xi'an,"Carte dite du Dépôt des Fortifications. Echelle 1 / 500 000 e. : Feuille XI NO Toulouse / Prudent, Ferdinand (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b10567833x/manifest.json
Xi'an,Carte de la France. Echelle 1 / 100.000 e. : XI.36 - Oloron / France. Ministère de l'intérieur (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10567824z/manifest.json
Xi'an,"Collection Faille. Cartes, plans et gravures. In-plano XI : Cartes du département du Nord. Département du Nord divisé en huit districts (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/bd6t5255240z/manifest.json
Xi'an,"Carte de la France. XI-11, Douvres-la-Délivrande / [dressée par le Service vicinal] par ordre du ministre de l'intérieur (Bibliothèque nationale de France (BnF) / Gallica)",https://gallica.bnf.fr/iiif/ark:/12148/btv1b108459810/manifest.json
Xi'an,Plan de la Vielle et Nouvelle fortification de Millau en Rouergue (Bibliothèque nationale de France (BnF) / Gallica),https://gallica.bnf.fr/iiif/ark:/12148/btv1b53156724c/manifest.json
